,descriptions,id,scores
22,<START> 迷局 <UNK> 澳门 <UNK> 梁镜晖 眼里 偏执 <UNK> 不苟言笑 购买 <UNK> 躲 小屋 <UNK> 时常 <UNK> <UNK> <UNK> <UNK> 一家 网络 金融 高层 Simon <UNK> 梁镜晖 关注 <UNK> 工作 金融 犹如 <UNK> <UNK> 一系列 事件 接连 发生 梁镜晖 找到 线索 名 <UNK> <UNK> <UNK> 追查 黑客 <UNK> <UNK> 消失 迷局 扑朔迷离 <UNK> 梁镜晖 来到 救赎 十字路口 走出 神秘人 设下 陷阱 重演 三年 <UNK> <UNK> 林家栋 <UNK> 钱波 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,30219680,1
23,<START> <UNK> 乔曦 <UNK> 高中 高二 女生 乔曦 外表 可爱 学校 名 坏 女孩 捉弄 老师 欺负 同学 成绩 <UNK> 班主任 封为 <UNK> 类 学生 学霸 <UNK> 极端 眼看 高考 在即 乔曦 无心 学习 <UNK> 相投 闺蜜 混在 新来 年轻 班主任 <UNK> 点燃 乔曦 人生 希望 火 <UNK> <UNK> <UNK> 来喜 李克龙 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27203619,1
24,<START> 绣春刀 II 修罗 战场 <UNK> <UNK> <UNK> 锦衣卫 沈炼 次 扫除 <UNK> <UNK> 北斋 同僚 <UNK> <UNK> 灭口 此后 摆脱 来自 <UNK> <UNK> 质疑 调查 神秘 女子 要挟 下放 火烧 锦衣 <UNK> <UNK> 裹挟 乱世 沈炼 北斋 <UNK> 越 陷 越 深 这一切 背后 阴谋 正 暗中 布局 众生 <UNK> <UNK> <UNK> <UNK> 战 一触即发 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 张震 杨幂 张译 路阳 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26270502,1
25,<START> <UNK> 时刻 导演 王准 前往 著名 演员 高丽 拍摄 现场 <UNK> 高丽 分居 王准 仍 希望 高丽 尽快 <UNK> <UNK> 拍摄 <UNK> 高丽 <UNK> 王准 剧本 <UNK> 带 现实 压力 王准 结伴 丁宏敏 白金铂 度春 一行 来到 湖北 深山 <UNK> 拍摄 当地 丧歌 黑暗 传 剧情 电影 前期 <UNK> 素材 搜集 丁宏敏 这部 电影 制片人 带 年轻 演员 白金铂 随行 度春 电影 学院 大三 学生 王准 粉丝 当地 向导 <UNK> 带队 仍 深山 迷路 <UNK> 艰难 使 心理 备受 煎熬 亲疏 关系 发生 变化 致使 渐渐 模糊 此行 目的 <UNK> 遭遇 上海 都市 现实 犹如 梦幻 般的 <UNK> 王准 内心 黑暗 <UNK> 显露 无遗 暴风雨 偶遇 质朴 山民 执着 村妇 <UNK> 终于 <UNK> 年迈 <UNK> 葬礼 <UNK> 丧歌 黑暗 传 天 王准 凌晨 <UNK> 醒来 追寻 光明 <UNK> 王学兵 刘丹 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26887153,1
26,<START> 可可西里 尕玉 本来 警察 调查 藏羚羊 猎杀 状况 假扮 身份 <UNK> <UNK> 来到 可可西里 <UNK> <UNK> 空气 <UNK> <UNK> 极 低 人类 生存 <UNK> 尕玉 目睹 幕 <UNK> 贪婪 人类 环境 狂暴 冲突 藏羚羊 <UNK> 巡山 队员 盗猎 枪杀 接下来 见到 悲惨 幕 盗猎者 逃走 留下 剩 <UNK> 白骨 藏羚羊 巡山 队员 恶劣 环境 追捕 凶手 最终 夺回 藏羚羊 <UNK> 恶劣 自然 环境 抗争 还要 凶残 盗猎者 周旋 巡山 队员 尕玉 面临 生死 考验 ©豆 瓣 <UNK> <UNK> <UNK> 张正阳 <UNK> 陆川 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,1308857,1
27,<START> 捍卫者 <UNK> 八月 <UNK> 淞沪 战中 姚子 <UNK> 率部 五百余 守卫 宝山 县城 日军 登陆 地域 宝山 <UNK> <UNK> 疯狂 攻击 装备 落后 地势 不利 援军 情况 <UNK> <UNK> 姚子 <UNK> 全营 <UNK> 坚守 孤城 <UNK> 战术 战略 主动 出击 <UNK> 敌军 固守 <UNK> 顽强 抵御 七日 击退 日军 次 次 进攻 全营 五百余 战死 沙场 <UNK> 七日 日军 <UNK> 姚子 <UNK> <UNK> <UNK> 城内 展开 激烈 <UNK> 最终 壮烈 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27063335,1
28,<START> 倾城 西南 城 警官 王老石 年前 逃脱 银行 <UNK> 刘川 耿耿于怀 发誓 亲手 抓获 刘川 <UNK> <UNK> 女儿 再次 <UNK> 小城 <UNK> 不期而遇 展开 生死 追逐 王老石 抓获 刘川 瞬间 地动山摇 <UNK> 城市 <UNK> <UNK> 苏醒 刘川 换上 王老石 警服 没 想到 身 警服 陷 救援 脱身 叛逆 女孩 <UNK> 刘川 勇敢 心生 爱意 救援 刘川 忘记 真实 身份 真 当成 警察 警官 王老石 打破 幻梦 王老石 <UNK> 刘川 逃脱 <UNK> <UNK> 误认为 罪犯 危急 关头 暂时 放下 恩怨 携手 救援 各怀 心思 城池 废墟 警察 罪犯 猫鼠 游戏 仍 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 黄觉 林心如 <UNK> 黄宏 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,3781133,1
29,<START> 童话 主人 <UNK> 正 处在 人生 低谷 英国 童话 作家 <UNK> 鼓励 只身 来到 云南 山村 支教 古板 村长 严厉 正牌 支教 老师 群 天真 孩子 麻烦 幸运 接踵而来 <UNK> <UNK> <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,27158354,1
30,<START> 花漾 三百多 年前 东南 沿海 一个 世代 <UNK> 罪犯 <UNK> 岛上 居民 正当 <UNK> 兼 海盗 抗衡 官府 各方 威胁 官府 <UNK> 盗头 海爷 <UNK> <UNK> <UNK> 海爷 <UNK> 回绝 岛上 各色人 往来 频繁 条 璀璨 花街 更是 冒险 漂泊 男人们 醉生梦死 温柔 中元 <UNK> 岛上 <UNK> 中元 <UNK> 歌声 抚慰 死者 <UNK> <UNK> <UNK> <UNK> <UNK> 月娘 <UNK> <UNK> 性格 迥异 孪生 <UNK> 小雪 小霜 凭着 花漾 <UNK> 红 <UNK> 姐妹 俩 外人 不知 隐秘 不惜 制造 命案 月娘 小雪 嫁祸 <UNK> 小雪 爱慕 牺牲 守护 爱情 小霜 知交 好友 海盗 <UNK> 周旋 富贵 <UNK> 女婿 李二 少 身边 李二 少 小霜 <UNK> <UNK> 犹豫不决 <UNK> 意间 参与 小霜 设计 <UNK> 金钱 豪赌 得知 丈夫 背叛 <UNK> 绝望 <UNK> 海爷 救起 俩 发展 <UNK> 情 一贯 女人 海爷 竟 不幸 掉进 一个 陷阱 <UNK> <UNK> 欲 豪赌 赢家 ©豆 瓣 <UNK> <UNK> <END> <PAD> <PAD>,7051294,1
31,<START> <UNK> <UNK> 提前 面对 人生 勇气 前来 吴岭澜 沈光耀 王敏佳 陈鹏 张果果 年轻人 满怀 诸多 渴望 <UNK> <UNK> 时空 一路 前行 吴岭澜 出发 意气风发 很快 途中 迷失 方向 沈光耀 自愿 参与 残酷 战争 努力 害怕 事 王敏佳 最初 错误 虚荣 <UNK> 一个 <UNK> 最初 烦恼 优秀 男人 选择 一个 命运 <UNK> 众人 <UNK> 深渊 陈鹏 爱情 摆 理想 爱情 摆 有人 照顾 意味着 所有人 作对 意味着 放逐 千里 张果果 身处 尔虞我诈 职场 赢 习惯 赢 <UNK> <UNK> <UNK> 天 面临 一个 赢 选择 年轻人 年纪 迎来 残酷 考验 成就 永不 褪色 青春 传奇 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 章子怡 黄晓明 张震 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6874741,1
32,<START> 皮绳 魂 皮绳 魂 改编 中国 魔幻 <UNK> 代表 作家 <UNK> 短篇 小说 西藏 系 皮绳 <UNK> 魂 <UNK> 路上 影片 讲述 一个 背负 <UNK> <UNK> 死而复生 猎人 <UNK> <UNK> <UNK> 一路 降服 心魔 最终 <UNK> <UNK> 护送 <UNK> 大师 <UNK> 故事 <UNK> 金巴 <UNK> <UNK> 张杨 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26177735,1
33,<START> 无人区 小有名气 利欲熏心 律师 潘肖 <UNK> 法律 知识 巧舌如簧 <UNK> 技巧 成功 帮 <UNK> 国家 <UNK> <UNK> 残忍 杀害 名 警察 西北 盗猎 团伙 老大 洗脱 罪名 老大 承诺 天后 <UNK> <UNK> 潘肖 对方 辆 红色 轿车 <UNK> 驾驶 新 车 踏上 西北 荒漠 返回 大都会 <UNK> <UNK> 险情 一对 <UNK> <UNK> <UNK> 发生 摩擦 导致 伤 <UNK> 不慎 <UNK> 一个 <UNK> 求助 男子 <UNK> 人命 潘肖 辗转 来到 一家 <UNK> 不法 勾当 <UNK> 结识 <UNK> <UNK> 盗猎 老大 尾随 其后 凶险 计划 潘肖 没 意识 前方 条 充满 凶险 旅途 ©豆 瓣 <UNK> <UNK> <UNK> & 巴多 <UNK> <UNK> <UNK> 徐峥 黄渤 余男 宁浩 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,3804891,1
34,<START> <UNK> 1960年 中国 登山队 珠峰 发起 <UNK> 世界 首次 <UNK> <UNK> 15 年后 方 <UNK> <UNK> <UNK> <UNK> 带领 <UNK> 杨光 年轻 队员 再次 挑战 世界 巅 迎接 严酷 现实 生 死 挑战 ...... <UNK> <UNK> <UNK> 吴京 章子怡 井柏然 李仁港 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,30413052,1
35,<START> <UNK> 改编 <UNK> <UNK> 挚友 真实 爱情 经历 讲述 <UNK> 东风 罗芸 相濡以沫 动人 爱情 故事 罗芸 隐藏 一个 秘密 秘密 背后 <UNK> 风 刻骨铭心 爱 <UNK> 黄轩 杨采钰 徐帆 冯小刚 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,33436135,1
36,<START> <UNK> 徐来 大学 时代 理想 名 出色 <UNK> 不屈 吸引 美丽 女孩 杨伊 时间 推移 相爱 徐来 段 初恋 最终 残酷 现实 粉碎 守候 身边 内衣 老板 千金 蔡波 走到 毕业 徐来 蔡波 结婚 成 <UNK> 上门 女婿 放弃 理想 经营 内衣 事业 <UNK> 徐来 心中 始终 <UNK> <UNK> 遗憾 某日 徐来 意外 得知 如今 画家 杨伊 香港 <UNK> 心中 五味杂陈 带 一家 <UNK> 前往 香港 名为 旅游 实则 杨伊 再续 前缘 徐来 计划 屡屡 小舅子 蔡拉拉 破坏 蔡拉拉 拍摄 家庭 纪录片 镜头 背后 徐来 发现 一个 陌生 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 徐峥 赵薇 包贝尔 徐峥 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25710912,1
38,<START> <UNK> 青春 年轻 <UNK> <UNK> 运动员 阮 小月 痛失 即将 结婚 教练 男友 <UNK> 寻求 真相 心切 有望 未来 星 运动 生涯 关键 时刻 离队 带 种种 疑惑 只身 来到 大学 担任 <UNK> 舟队 临时 教练 阮 小月 到来 <UNK> 龙舟队 男孩们 <UNK> 美女 <UNK> <UNK> 无 <UNK> <UNK> 训练 <UNK> 教练 <UNK> 相伴 噩梦 <UNK> 挑战 <UNK> 心脏 肌肉 导致 龙舟队 队长 为首 队员们 <UNK> <UNK> 想尽办法 逃出 生天 倍受 校方 质疑 阮小月 黯然 离开 龙舟队 男孩们 得知 阮小月 爱情 秘密 <UNK> 委屈 种 特别 道歉 方式 阮 小月 请 <UNK> 舟队 最终 一举 夺冠 阮 小月 终于 明白 天华 无限 爱 支持 终于 理解 天华 热衷于 <UNK> 原因 找到 未来 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 黄晓明 陈乔恩 黄轩 梁柏坚 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,4922789,1
39,<START> 路边 <UNK> 贵州 <UNK> 神秘 <UNK> <UNK> <UNK> <UNK> 弥漫 <UNK> 县城 诊所 医生 <UNK> 活 幽灵 陈升 母亲 遗愿 踏上 火车 寻找 弟弟 抛弃 孩子 孤独 老 女人 托 带 张 照片 <UNK> <UNK> 带给 病重 旧情人 <UNK> 路上 陈升 来到 一个 <UNK> 地方 时间 <UNK> 生活 相互 <UNK> 消解 经历 未来 思索 生活 最终 陈升 镇远 <UNK> 远远 孩子 老 女人 信物 旧 情人 儿子 一个 再次 踏上 火车 分 清 世界 记忆 世界 一个 <UNK> ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 毕赣 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26337866,1
40,<START> 烈日 <UNK> 年前 福建 <UNK> 发生 <UNK> 灭门 惨案 别墅 一家 五口 <UNK> 惨死 社会 极 震动 此去经年 嫌疑人 <UNK> <UNK> <UNK> 依然 逍遥法外 <UNK> 如今 厦门 过活 <UNK> 出租车 司机 小丰 协警 队伍 意外 傻子 <UNK> 带 <UNK> 女孩 <UNK> 栖息 亲戚 <UNK> 天 拥有 办案 经验 <UNK> <UNK> 小丰 所在 队伍 担任 警长 <UNK> 器重 能力 <UNK> 小丰 <UNK> <UNK> 隐隐 <UNK> 男子 当年 灭门 惨案 关联 期间 <UNK> 次 意外 结识 伊 妹妹 小夏 仿佛 冥冥 之中 不见 手 正 决心 做人 男人 推向 <UNK> 结局 本片 <UNK> <UNK> 长篇 小说 太阳 <UNK> 改编 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 邓超 段奕宏 郭涛 曹保平 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,24719063,1
41,<START> 路过 未来 耀婷 深圳 出生 长大 <UNK> 办理 <UNK> 外 没 甘肃 如今 深圳 打工 二十多 父母 返回 甘肃 农村 老家 生活 耀婷 父母 村子 生活 如意 想 努力 父母 接回 深圳 生活 混混 新民 改变 生活 ...... <UNK> <UNK> <UNK> 杨子姗 尹昉 <UNK> 李睿珺 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,26909423,1
42,<START> 新 天生一对 阿B 一个 失意 摩托车手 6 年前 比赛 失误 从此 <UNK> 妻子 <UNK> <UNK> 阿B 拼命 寻觅 毫无 头绪 <UNK> <UNK> <UNK> <UNK> 意志 消沉 借酒消愁 嗜赌 成性 <UNK> 女儿 <UNK> 幸有 好友 <UNK> <UNK> 做饭 养父 <UNK> 劝 付出 <UNK> 妻子 还给 阿B 领来 一个 6 岁 儿子 彬彬 <UNK> 办 托付 照顾 告诉 孩子 阿B 爸爸 面对 昔日 赌徒 <UNK> 高利贷 昔日 对手 <UNK> 邀 付出 <UNK> <UNK> 彬彬 <UNK> 相伴 父子情 慢慢 治愈 伤痛 妻子 带 孩子 <UNK> 美国 阿B 措手不及 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 周渝民 <UNK> 陈嘉桦 朱延平 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,6759229,1
